Date;AvgTemp;MaxTemp;MinTemp;Precipitation;RelHumidity;CloudCover;SunshineDuration;AirPressure;Wind;VaporContent
1893-06-27;16.4;20.5;9.0;0.0;66.0;66.0;6.3;1001.0;0.0;11.5
1893-06-28;21.3;30.6;15.7;2.2;65.0;34.0;13.0;998.9;1.4;16.9
1893-06-29;19.3;24.9;15.7;0.0;73.0;48.0;7.6;1001.1;2.2;17.1
1893-06-30;17.6;23.0;11.5;0.0;65.0;44.0;8.3;1005.7;2.5;13.3
1893-07-01;15.3;17.2;12.6;0.0;74.0;74.0;0.5;1005.8;1.2;12.9
1893-07-02;18.1;24.1;9.8;0.0;69.0;18.0;14.0;1004.7;3.3;14.0
1893-07-03;19.6;26.9;12.5;0.0;48.0;8.0;15.1;1003.6;3.1;11.1
1893-07-04;16.7;23.3;8.0;0.0;53.0;2.0;16.0;1004.0;2.2;10.0
1893-07-05;16.5;23.1;8.9;0.0;43.0;4.0;15.6;1000.1;4.1;8.1
1893-07-06;19.8;26.6;10.3;0.0;39.0;16.0;13.3;1000.4;3.1;9.2
1893-07-07;22.0;28.9;12.1;0.0;39.0;18.0;13.4;1002.0;3.0;10.7
1893-07-08;24.2;31.1;15.7;0.0;34.0;2.0;13.8;999.4;2.3;10.3
1893-07-09;24.1;31.8;14.6;0.0;40.0;26.0;14.6;997.9;7.4;12.2
1893-07-10;21.9;27.5;17.1;0.0;61.0;72.1;7.3;1000.0;6.3;16.2
1893-07-11;19.3;27.1;15.3;1.8;84.0;58.1;5.3;994.5;1.9;19.5
1893-07-12;19.6;26.7;15.8;0.4;70.0;44.1;8.8;990.8;3.4;16.6
1893-07-13;17.9;23.6;14.4;0.6;63.0;28.1;7.7;988.4;5.2;13.9
1893-07-14;17.3;23.7;11.9;0.0;66.0;18.1;9.7;990.4;5.0;13.8
1893-07-15;15.7;22.4;13.2;0.0;57.1;34.2;9.5;996.5;3.2;10.7
1893-07-16;15.7;19.5;10.0;0.0;58.1;32.2;5.8;999.4;1.3;11.0
1893-07-17;15.1;20.8;10.8;0.2;65.1;68.2;1.7;995.2;3.9;11.8
1893-07-18;12.9;18.6;10.7;1.0;70.1;48.2;5.0;992.4;5.8;10.8
1893-07-19;14.8;21.4;11.0;0.4;78.1;58.3;7.5;996.8;5.5;13.6
1893-07-20;22.8;29.7;12.1;0.0;44.1;36.3;10.0;995.4;5.8;11.8
1893-07-21;21.0;30.4;16.6;1.2;57.1;40.3;7.9;997.3;6.2;14.7
1893-07-22;18.1;22.9;15.0;8.8;81.1;66.4;2.9;999.9;3.6;18.2
1893-07-23;15.3;19.9;11.1;0.0;64.1;42.4;11.9;1008.4;5.9;11.5
1893-07-24;18.4;23.0;9.1;0.3;46.1;66.4;7.6;1005.9;3.6;10.0
1893-07-25;18.6;24.2;15.6;0.2;63.2;52.5;3.9;1000.4;5.0;14.4
1893-07-26;18.8;24.1;11.9;0.0;53.2;52.5;6.7;1002.6;3.7;11.6
1893-07-27;16.9;20.6;13.6;2.1;83.2;68.6;0.6;1004.6;1.8;17.0
1893-07-28;17.0;20.0;14.4;0.8;73.2;68.6;0.7;1009.2;4.5;15.1
1893-07-29;14.3;18.2;12.3;29.6;77.2;74.7;0.4;1004.4;4.8;13.8
1893-07-30;12.2;15.4;9.8;0.2;86.2;68.7;0.5;996.5;6.0;13.1
1893-07-31;12.4;15.7;10.6;11.0;88.3;58.8;4.3;997.6;0.9;13.5
1893-08-01;11.9;16.0;8.2;1.0;79.3;32.8;7.8;1001.0;3.0;11.8
1893-08-02;14.5;19.5;9.4;0.0;62.3;26.9;11.6;1004.2;5.0;10.7
1893-08-03;16.7;21.4;11.1;0.0;61.3;36.9;8.5;1006.5;3.8;12.4
1893-08-04;20.4;27.3;11.8;1.6;51.3;5.0;14.0;1003.1;3.2;12.7
1893-08-05;16.2;21.8;14.6;0.0;69.3;51.0;5.1;1001.1;1.9;14.0
1893-08-06;13.6;19.4;11.3;0.1;76.4;49.1;8.2;1005.2;1.0;13.0
1893-08-07;12.5;18.4;7.1;0.0;62.4;27.1;11.4;1011.9;0.8;9.8
1893-08-08;15.3;21.3;8.5;0.0;50.4;19.2;11.1;1014.7;1.7;9.5
1893-08-09;14.2;19.7;8.4;0.0;70.4;27.3;4.9;1012.5;2.1;12.2
1893-08-10;17.0;23.0;11.6;0.0;60.4;33.3;9.7;1011.1;1.9;12.0
1893-08-11;18.8;24.9;11.8;0.0;57.5;3.4;13.4;1009.4;2.8;13.1
1893-08-12;20.1;26.5;12.6;0.0;61.5;21.5;12.8;1007.3;2.4;14.7
1893-08-13;16.4;21.3;13.0;10.9;86.5;59.5;4.6;1005.1;4.2;18.0
1893-08-14;14.0;17.3;12.6;0.0;82.5;51.6;2.2;1008.0;7.2;14.8
1893-08-15;13.8;18.1;11.1;0.0;86.6;45.7;1.5;1010.2;3.5;15.1
1893-08-16;18.9;25.0;11.4;0.0;69.6;41.7;8.0;1005.6;5.1;16.4
1893-08-17;18.0;23.4;15.0;0.0;70.6;11.8;11.5;1005.1;6.4;16.4
1893-08-18;18.3;25.5;11.5;0.0;55.6;1.9;13.7;1008.3;2.5;12.6
1893-08-19;23.1;31.4;10.8;0.0;45.7;4.0;12.6;1003.0;3.4;12.6
1893-08-20;22.5;29.0;16.7;0.0;59.7;38.0;9.9;1001.7;3.7;17.0
1893-08-21;23.2;29.4;15.7;2.4;59.7;22.1;9.2;998.6;4.0;17.6
1893-08-22;19.2;25.9;16.7;6.9;73.7;50.2;8.5;999.7;0.7;18.4
1893-08-23;17.8;23.9;15.1;1.1;67.8;70.3;5.6;1002.6;2.6;15.8
1893-08-24;14.6;21.3;12.2;0.0;74.8;38.4;5.9;999.0;5.6;13.9
1893-08-25;12.9;17.4;10.6;0.0;67.8;22.5;10.3;1000.8;12.3;11.2
1893-08-26;11.0;15.0;9.1;1.4;79.8;68.5;6.3;998.2;9.6;11.5
1893-08-27;10.3;14.7;8.3;2.7;84.9;58.6;4.0;996.7;6.5;12.2
1893-08-28;10.6;17.8;7.4;1.9;80.9;46.7;6.2;1002.7;2.7;11.6
1893-08-29;11.9;15.1;8.0;0.0;76.9;58.8;4.2;1004.4;8.1;11.6
1893-08-30;12.8;16.9;11.4;1.8;70.0;54.9;7.0;995.7;9.4;11.6
1893-08-31;9.3;14.1;6.8;1.1;83.0;51.0;3.1;991.3;9.6;11.0
1893-09-01;8.2;15.2;2.5;0.0;69.0;15.1;10.7;999.3;5.6;8.2
1893-09-02;6.8;8.9;4.7;5.6;89.1;47.2;0.3;997.4;4.2;10.0
1893-09-03;8.8;13.8;2.6;0.1;78.1;67.2;6.5;1004.1;4.0;9.6
1893-09-04;11.4;14.0;8.6;0.0;82.1;51.3;0.9;1003.8;5.1;12.3
1893-09-05;10.8;14.7;8.7;0.0;77.1;45.4;1.7;1003.6;3.4;11.4
1893-09-06;13.8;19.8;5.4;0.0;72.2;39.5;5.0;996.5;2.5;12.3
1893-09-07;15.0;18.2;11.9;10.4;85.2;69.6;0.6;993.7;5.6;16.6
1893-09-08;13.6;18.5;11.1;0.8;83.2;47.7;5.0;993.2;4.3;14.6
1893-09-09;9.1;13.9;6.9;4.3;84.3;39.8;3.8;990.5;9.2;11.4
1893-09-10;7.4;13.2;5.4;1.1;78.3;37.9;8.3;998.7;7.3;9.2
1893-09-11;7.1;13.4;1.4;0.0;69.3;0.0;10.6;1011.7;0.7;7.4
1893-09-12;9.6;15.2;3.7;0.0;64.4;30.1;9.0;1015.0;0.2;8.4
1893-09-13;10.9;19.1;3.8;0.0;61.4;16.2;10.3;1008.2;3.5;8.4
1893-09-14;10.3;15.8;8.6;0.8;69.4;40.3;4.8;1006.6;8.8;9.9
1893-09-15;11.3;17.4;5.1;0.0;84.5;40.4;5.5;1011.2;3.6;12.3
1893-09-16;15.7;21.6;9.2;0.0;70.5;44.5;9.4;1001.5;2.7;13.4
1893-09-17;13.8;22.4;9.8;0.8;74.5;60.6;5.0;989.4;8.1;13.8
1893-09-18;10.0;13.5;5.5;0.0;78.6;68.7;2.4;997.2;3.9;10.7
1893-09-19;14.8;19.4;7.8;0.0;57.6;46.8;6.9;996.9;5.5;10.6
1893-09-20;15.8;19.8;11.7;0.0;57.6;64.9;3.7;991.9;4.2;11.2
1893-09-21;13.9;18.9;11.9;1.1;50.7;53.0;8.5;993.8;8.7;9.1
1893-09-22;9.6;14.7;7.0;0.0;70.7;39.1;2.4;995.5;9.5;9.6
1893-09-23;8.3;11.9;4.8;0.0;73.7;71.2;0.1;999.7;10.1;9.2
1893-09-24;8.1;11.7;6.6;0.0;62.8;49.3;2.1;1000.9;7.1;7.8
1893-09-25;7.9;13.4;3.6;0.6;68.8;61.4;5.0;1002.9;10.2;7.9
1893-09-26;5.4;11.2;1.9;1.7;66.8;45.5;7.3;1005.9;3.4;6.6
1893-09-27;9.6;12.4;3.9;3.4;81.9;77.6;0.0;1001.4;6.0;11.0
1893-09-28;9.4;13.1;7.9;1.3;86.9;57.7;4.1;998.6;5.7;11.9
1893-09-29;13.4;17.9;5.3;1.2;68.9;73.8;3.0;996.9;5.5;11.2
1893-09-30;15.0;21.9;11.8;0.8;69.0;49.9;3.4;993.3;2.6;13.2
1893-10-01;11.4;13.9;10.7;13.6;97.0;80.0;0.0;993.3;0.0;14.7
1893-10-02;9.8;14.5;7.3;1.8;87.0;48.1;4.5;997.1;5.1;11.8
1893-10-03;9.0;15.3;5.4;0.0;73.1;32.2;6.1;987.9;3.2;9.4
1893-10-04;6.2;10.1;3.8;0.8;87.1;54.3;2.2;985.9;4.2;9.2
1893-10-05;10.8;14.6;5.7;3.1;81.1;56.4;2.5;989.2;6.2;11.8
1893-10-06;13.7;18.0;11.0;0.6;82.2;72.5;1.9;993.9;5.0;14.3
1893-10-07;14.4;18.7;10.8;0.0;78.2;50.6;1.3;997.9;3.4;14.0
1893-10-08;14.7;20.1;9.8;0.0;79.2;38.7;6.9;999.6;3.0;14.3
1893-10-09;15.9;22.8;9.9;0.0;77.3;26.8;7.6;999.2;5.0;15.2
1893-10-10;12.3;15.9;10.3;0.0;69.3;65.0;2.5;1001.6;11.4;11.4
1893-10-11;11.1;16.1;6.9;0.0;73.4;39.1;5.3;1007.0;3.5;10.7
1893-10-12;9.7;15.5;7.7;1.6;73.4;67.2;1.3;1000.2;5.2;10.2
1893-10-13;5.6;8.5;3.7;0.0;80.4;33.3;1.5;1004.2;9.8;8.3
1893-10-14;6.2;8.1;4.1;8.8;88.5;81.4;0.0;997.4;6.0;9.4
1893-10-15;11.4;12.5;6.1;13.1;97.5;81.5;0.0;993.3;5.6;14.4
